"","BOROUGH","NEIGHBORHOOD","TYPE.OF.HOME","NUMBER.OF.SALES","LOWEST.SALE.PRICE","AVERAGE.SALE.PRICE","MEDIAN.SALE.PRICE","HIGHEST.SALE.PRICE","YEAR","DISTRICT"
"1622","Queens","MIDWOOD","02 TWO FAMILY HOMES",46,2e+05,803261,745000,4e+06,2007,"MIDWOOD"
"1623","Queens","MIDWOOD","03 THREE FAMILY HOMES",9,177000,638278,685000,945500,2007,"MIDWOOD"
"1624","Queens","MILL BASIN","01 ONE FAMILY HOMES",58,4e+05,935827,850000,2335000,2007,"MILL BASIN"
"1625","Queens","MILL BASIN","02 TWO FAMILY HOMES",23,499990,818043,742000,1600000,2007,"MILL BASIN"
"1626","Queens","MILL BASIN","03 THREE FAMILY HOMES",1,695000,695000,695000,695000,2007,"MILL BASIN"
"1627","Queens","NAVY YARD","01 ONE FAMILY HOMES",2,750000,1300000,1300000,1850000,2007,"NAVY YARD"
"1628","Queens","NAVY YARD","03 THREE FAMILY HOMES",4,420000,849575,864150,1250000,2007,"NAVY YARD"
"1629","Queens","OCEAN HILL","01 ONE FAMILY HOMES",6,222600,487017,536750,635000,2007,"OCEAN HILL"
"1630","Queens","OCEAN HILL","02 TWO FAMILY HOMES",127,160000,512506,515000,755000,2007,"OCEAN HILL"
"1631","Queens","OCEAN HILL","03 THREE FAMILY HOMES",94,162938,618486,675000,820000,2007,"OCEAN HILL"
"1632","Queens","OCEAN PARKWAY-NORTH","01 ONE FAMILY HOMES",66,304200,1018796,835000,3200000,2007,"OCEAN PARKWAY-NORTH"
"1633","Queens","OCEAN PARKWAY-NORTH","02 TWO FAMILY HOMES",86,230000,831240,755000,2090000,2007,"OCEAN PARKWAY-NORTH"
"1634","Queens","OCEAN PARKWAY-NORTH","03 THREE FAMILY HOMES",15,3e+05,880547,875000,2175000,2007,"OCEAN PARKWAY-NORTH"
"1635","Queens","OCEAN PARKWAY-SOUTH","01 ONE FAMILY HOMES",29,430000,1576418,956000,5075000,2007,"OCEAN PARKWAY-SOUTH"
"1636","Queens","OCEAN PARKWAY-SOUTH","02 TWO FAMILY HOMES",75,190000,856226,690000,5500000,2007,"OCEAN PARKWAY-SOUTH"
"1637","Queens","OCEAN PARKWAY-SOUTH","03 THREE FAMILY HOMES",15,430000,804193,750000,1550000,2007,"OCEAN PARKWAY-SOUTH"
"1638","Queens","OLD MILL BASIN","01 ONE FAMILY HOMES",104,150000,431217,425000,675000,2007,"OLD MILL BASIN"
"1639","Queens","OLD MILL BASIN","02 TWO FAMILY HOMES",42,220000,578275,577000,855000,2007,"OLD MILL BASIN"
"1640","Queens","OLD MILL BASIN","03 THREE FAMILY HOMES",11,2e+05,626091,665000,8e+05,2007,"OLD MILL BASIN"
"1641","Queens","PARK SLOPE","01 ONE FAMILY HOMES",13,985000,2324231,2400000,3500000,2007,"PARK SLOPE"
"1642","Queens","PARK SLOPE","02 TWO FAMILY HOMES",57,260000,1838160,1725000,3350000,2007,"PARK SLOPE"
"1643","Queens","PARK SLOPE","03 THREE FAMILY HOMES",24,290196,1368219,1402500,2900000,2007,"PARK SLOPE"
"1644","Queens","PARK SLOPE SOUTH","01 ONE FAMILY HOMES",15,450000,1037407,865107,1980000,2007,"PARK SLOPE SOUTH"
"1645","Queens","PARK SLOPE SOUTH","02 TWO FAMILY HOMES",47,360850,1031907,1100000,1890000,2007,"PARK SLOPE SOUTH"
"1646","Queens","PARK SLOPE SOUTH","03 THREE FAMILY HOMES",11,638250,1229705,1250000,1898500,2007,"PARK SLOPE SOUTH"
"1647","Queens","PROSPECT HEIGHTS","01 ONE FAMILY HOMES",4,9e+05,1346750,1337500,1812000,2007,"PROSPECT HEIGHTS"
"1648","Queens","PROSPECT HEIGHTS","02 TWO FAMILY HOMES",19,250000,1252579,1350000,2249000,2007,"PROSPECT HEIGHTS"
"1649","Queens","PROSPECT HEIGHTS","03 THREE FAMILY HOMES",16,750000,1211698,1202500,1560000,2007,"PROSPECT HEIGHTS"
"1650","Queens","RED HOOK","01 ONE FAMILY HOMES",2,188010,303143,303143,418275,2007,"RED HOOK"
"1651","Queens","RED HOOK","02 TWO FAMILY HOMES",8,243217,828152,722500,1795000,2007,"RED HOOK"
"1652","Queens","RED HOOK","03 THREE FAMILY HOMES",9,405000,845437,815000,1385000,2007,"RED HOOK"
"1653","Queens","SEAGATE","01 ONE FAMILY HOMES",10,380000,678260,541000,1350000,2007,"SEAGATE"
"1654","Queens","SEAGATE","02 TWO FAMILY HOMES",19,164800,562902,546000,894838,2007,"SEAGATE"
"1655","Queens","SEAGATE","03 THREE FAMILY HOMES",3,630000,723333,715000,825000,2007,"SEAGATE"
"1656","Queens","SHEEPSHEAD BAY","01 ONE FAMILY HOMES",62,265000,538731,495000,1150000,2007,"SHEEPSHEAD BAY"
"1657","Queens","SHEEPSHEAD BAY","02 TWO FAMILY HOMES",119,150000,625565,6e+05,1750000,2007,"SHEEPSHEAD BAY"
"1658","Queens","SHEEPSHEAD BAY","03 THREE FAMILY HOMES",15,175000,678633,775000,990000,2007,"SHEEPSHEAD BAY"
"1659","Queens","SUNSET PARK","01 ONE FAMILY HOMES",22,385000,611418,589500,1038000,2007,"SUNSET PARK"
"1660","Queens","SUNSET PARK","02 TWO FAMILY HOMES",175,150000,705585,710000,1750000,2007,"SUNSET PARK"
"1661","Queens","SUNSET PARK","03 THREE FAMILY HOMES",56,151163,729481,763750,1300000,2007,"SUNSET PARK"
"1662","Queens","WILLIAMSBURG-CENTRAL","01 ONE FAMILY HOMES",2,530000,610000,610000,690000,2007,"WILLIAMSBURG"
"1663","Queens","WILLIAMSBURG-CENTRAL","02 TWO FAMILY HOMES",9,207500,795267,9e+05,1600000,2007,"WILLIAMSBURG"
"1664","Queens","WILLIAMSBURG-CENTRAL","03 THREE FAMILY HOMES",13,158500,659500,7e+05,1650000,2007,"WILLIAMSBURG"
"1665","Queens","WILLIAMSBURG-EAST","01 ONE FAMILY HOMES",25,220000,645658,675000,935000,2007,"WILLIAMSBURG"
"1666","Queens","WILLIAMSBURG-EAST","02 TWO FAMILY HOMES",46,2e+05,809722,802500,1900000,2007,"WILLIAMSBURG"
"1667","Queens","WILLIAMSBURG-EAST","03 THREE FAMILY HOMES",13,630000,986846,899000,1725000,2007,"WILLIAMSBURG"
"1668","Queens","WILLIAMSBURG-NORTH","01 ONE FAMILY HOMES",2,1196000,1319175,1319175,1442350,2007,"WILLIAMSBURG"
"1669","Queens","WILLIAMSBURG-NORTH","02 TWO FAMILY HOMES",6,468750,1028125,1087500,1500000,2007,"WILLIAMSBURG"
"1670","Queens","WILLIAMSBURG-NORTH","03 THREE FAMILY HOMES",6,250000,1001650,1014950,1500000,2007,"WILLIAMSBURG"
"1671","Queens","WILLIAMSBURG-SOUTH","01 ONE FAMILY HOMES",2,750000,1052500,1052500,1355000,2007,"WILLIAMSBURG"
"1672","Queens","WILLIAMSBURG-SOUTH","02 TWO FAMILY HOMES",7,250000,732940,850000,1100000,2007,"WILLIAMSBURG"
"1673","Queens","WILLIAMSBURG-SOUTH","03 THREE FAMILY HOMES",4,810500,1085125,1090000,1350000,2007,"WILLIAMSBURG"
"1674","Queens","WINDSOR TERRACE","01 ONE FAMILY HOMES",20,250000,761550,712500,1370000,2007,"WINDSOR TERRACE"
"1675","Queens","WINDSOR TERRACE","02 TWO FAMILY HOMES",37,258709,837156,794000,1450000,2007,"WINDSOR TERRACE"
"1676","Queens","WINDSOR TERRACE","03 THREE FAMILY HOMES",7,7e+05,1138357,1182500,1900000,2007,"WINDSOR TERRACE"
"1677","Queens","WYCKOFF HEIGHTS","01 ONE FAMILY HOMES",4,350000,422000,404000,530000,2007,"WYCKOFF HEIGHTS"
"1678","Queens","WYCKOFF HEIGHTS","02 TWO FAMILY HOMES",17,239500,578115,589160,720000,2007,"WYCKOFF HEIGHTS"
"1679","Queens","WYCKOFF HEIGHTS","03 THREE FAMILY HOMES",9,2e+05,554800,579000,740000,2007,"WYCKOFF HEIGHTS"
"1680","Bronx","BATHGATE","01 ONE FAMILY HOMES",6,172000,404770,315810,950000,2007,"BATHGATE"
"1681","Bronx","BATHGATE","02 TWO FAMILY HOMES",14,322148,540213,520000,1150000,2007,"BATHGATE"
"1682","Bronx","BATHGATE","03 THREE FAMILY HOMES",8,217000,505828,560500,630000,2007,"BATHGATE"
"1683","Bronx","BAYCHESTER","01 ONE FAMILY HOMES",103,152843,384698,4e+05,875000,2007,"BAYCHESTER"
"1684","Bronx","BAYCHESTER","02 TWO FAMILY HOMES",125,178500,537818,550000,945000,2007,"BAYCHESTER"
"1685","Bronx","BAYCHESTER","03 THREE FAMILY HOMES",39,150000,578281,580000,760000,2007,"BAYCHESTER"
"1686","Bronx","BEDFORD PARK/NORWOOD","01 ONE FAMILY HOMES",16,265207,403075,397500,6e+05,2007,"BEDFORD PARK/NORWOOD"
"1687","Bronx","BEDFORD PARK/NORWOOD","02 TWO FAMILY HOMES",37,3e+05,521452,5e+05,1175000,2007,"BEDFORD PARK/NORWOOD"
"1688","Bronx","BEDFORD PARK/NORWOOD","03 THREE FAMILY HOMES",20,440000,619962,637500,805000,2007,"BEDFORD PARK/NORWOOD"
"1689","Bronx","BELMONT","01 ONE FAMILY HOMES",4,300500,351087,344424,415000,2007,"BELMONT"
"1690","Bronx","BELMONT","02 TWO FAMILY HOMES",18,190000,455655,455000,650000,2007,"BELMONT"
"1691","Bronx","BELMONT","03 THREE FAMILY HOMES",8,250000,477250,457500,680000,2007,"BELMONT"
"1692","Bronx","BRONX PARK","01 ONE FAMILY HOMES",1,245000,245000,245000,245000,2007,"BRONX PARK"
"1693","Bronx","BRONXDALE","01 ONE FAMILY HOMES",55,175000,394461,410000,607500,2007,"BRONXDALE"
"1694","Bronx","BRONXDALE","02 TWO FAMILY HOMES",79,196284,504576,505000,975000,2007,"BRONXDALE"
"1695","Bronx","BRONXDALE","03 THREE FAMILY HOMES",25,170000,644417,655000,885000,2007,"BRONXDALE"
"1696","Bronx","CASTLE HILL/UNIONPORT","01 ONE FAMILY HOMES",29,289850,393989,404920,455000,2007,"CASTLE HILL/UNIONPORT"
"1697","Bronx","CASTLE HILL/UNIONPORT","02 TWO FAMILY HOMES",54,250000,510416,535500,641497,2007,"CASTLE HILL/UNIONPORT"
"1698","Bronx","CASTLE HILL/UNIONPORT","03 THREE FAMILY HOMES",22,410000,614759,6e+05,748413,2007,"CASTLE HILL/UNIONPORT"
"1699","Bronx","CITY ISLAND","01 ONE FAMILY HOMES",22,215000,518318,534000,925000,2007,"CITY ISLAND"
"1700","Bronx","CITY ISLAND","02 TWO FAMILY HOMES",8,450000,638125,666250,742000,2007,"CITY ISLAND"
"1701","Bronx","CITY ISLAND","03 THREE FAMILY HOMES",1,685000,685000,685000,685000,2007,"CITY ISLAND"
"1702","Staten Island","CITY ISLAND-PELHAM STRIP","01 ONE FAMILY HOMES",3,750000,1166667,1250000,1500000,2007,"CITY ISLAND-PELHAM STRIP"
"1703","Bronx","COUNTRY CLUB","01 ONE FAMILY HOMES",80,150000,482539,486750,990000,2007,"COUNTRY CLUB"
"1704","Bronx","COUNTRY CLUB","02 TWO FAMILY HOMES",21,470000,680330,7e+05,975000,2007,"COUNTRY CLUB"
"1705","Bronx","COUNTRY CLUB","03 THREE FAMILY HOMES",11,180000,642505,735000,874000,2007,"COUNTRY CLUB"
"1706","Bronx","CROTONA PARK","01 ONE FAMILY HOMES",4,375000,414063,393125,495000,2007,"CROTONA PARK"
"1707","Bronx","CROTONA PARK","02 TWO FAMILY HOMES",17,325000,470588,465000,635000,2007,"CROTONA PARK"
"1708","Bronx","CROTONA PARK","03 THREE FAMILY HOMES",5,3e+05,430974,385000,594870,2007,"CROTONA PARK"
"1709","Bronx","EAST TREMONT","01 ONE FAMILY HOMES",13,210000,339087,355000,410000,2007,"EAST TREMONT"
"1710","Bronx","EAST TREMONT","02 TWO FAMILY HOMES",33,165000,488651,474000,1400000,2007,"EAST TREMONT"
"1711","Bronx","EAST TREMONT","03 THREE FAMILY HOMES",29,424000,648405,675406,9e+05,2007,"EAST TREMONT"
"1712","Bronx","FIELDSTON","01 ONE FAMILY HOMES",9,4e+05,1360493,1545000,1860000,2007,"FIELDSTON"
"1713","Bronx","FIELDSTON","02 TWO FAMILY HOMES",3,650000,720833,740000,772500,2007,"FIELDSTON"
"1714","Bronx","FIELDSTON","03 THREE FAMILY HOMES",1,1075000,1075000,1075000,1075000,2007,"FIELDSTON"
"1715","Bronx","FORDHAM","01 ONE FAMILY HOMES",6,234000,338178,373785,4e+05,2007,"FORDHAM"
"1716","Bronx","FORDHAM","02 TWO FAMILY HOMES",19,266000,420686,411235,595000,2007,"FORDHAM"
"1717","Bronx","FORDHAM","03 THREE FAMILY HOMES",14,373700,521194,512500,950000,2007,"FORDHAM"
"1718","Bronx","HIGHBRIDGE/MORRIS HEIGHTS","01 ONE FAMILY HOMES",7,2e+05,355508,339606,499000,2007,"HIGHBRIDGE/MORRIS HEIGHTS"
"1719","Bronx","HIGHBRIDGE/MORRIS HEIGHTS","02 TWO FAMILY HOMES",39,234000,422011,470000,625679,2007,"HIGHBRIDGE/MORRIS HEIGHTS"
"1720","Bronx","HIGHBRIDGE/MORRIS HEIGHTS","03 THREE FAMILY HOMES",8,3e+05,536801,581000,825000,2007,"HIGHBRIDGE/MORRIS HEIGHTS"
"1721","Bronx","HUNTS POINT","01 ONE FAMILY HOMES",1,750000,750000,750000,750000,2007,"HUNTS POINT"
"1722","Bronx","HUNTS POINT","02 TWO FAMILY HOMES",16,150000,369810,351181,535600,2007,"HUNTS POINT"
"1723","Bronx","HUNTS POINT","03 THREE FAMILY HOMES",13,173000,519000,550000,690000,2007,"HUNTS POINT"
"1724","Bronx","KINGSBRIDGE HTS/UNIV HTS","01 ONE FAMILY HOMES",18,330000,461339,4e+05,1200000,2007,"KINGSBRIDGE HTS/UNIV HTS"
"1725","Bronx","KINGSBRIDGE HTS/UNIV HTS","02 TWO FAMILY HOMES",10,375000,509190,505000,593639,2007,"KINGSBRIDGE HTS/UNIV HTS"
"1726","Bronx","KINGSBRIDGE HTS/UNIV HTS","03 THREE FAMILY HOMES",7,196000,603143,699000,763687,2007,"KINGSBRIDGE HTS/UNIV HTS"
"1727","Bronx","KINGSBRIDGE/JEROME PARK","01 ONE FAMILY HOMES",16,340000,512935,467500,825000,2007,"KINGSBRIDGE/JEROME PARK"
"1728","Bronx","KINGSBRIDGE/JEROME PARK","02 TWO FAMILY HOMES",14,350000,580505,575000,750000,2007,"KINGSBRIDGE/JEROME PARK"
"1729","Bronx","KINGSBRIDGE/JEROME PARK","03 THREE FAMILY HOMES",5,510000,621017,647766,687318,2007,"KINGSBRIDGE/JEROME PARK"
"1730","Bronx","MELROSE/CONCOURSE","01 ONE FAMILY HOMES",6,2e+05,307967,328900,370000,2007,"MELROSE/CONCOURSE"
"1731","Bronx","MELROSE/CONCOURSE","02 TWO FAMILY HOMES",38,170000,471965,497000,850000,2007,"MELROSE/CONCOURSE"
"1732","Bronx","MELROSE/CONCOURSE","03 THREE FAMILY HOMES",55,269000,705277,540000,10691871,2007,"MELROSE/CONCOURSE"
"1733","Bronx","MORRIS PARK/VAN NEST","01 ONE FAMILY HOMES",40,170000,461478,443500,1030250,2007,"MORRIS PARK/VAN NEST"
"1734","Bronx","MORRIS PARK/VAN NEST","02 TWO FAMILY HOMES",68,245000,518963,527500,7e+05,2007,"MORRIS PARK/VAN NEST"
"1735","Bronx","MORRIS PARK/VAN NEST","03 THREE FAMILY HOMES",22,410000,636445,650000,793000,2007,"MORRIS PARK/VAN NEST"
"1736","Bronx","MORRISANIA/LONGWOOD","01 ONE FAMILY HOMES",30,150000,322024,337500,430000,2007,"MORRISANIA/LONGWOOD"
"1737","Bronx","MORRISANIA/LONGWOOD","02 TWO FAMILY HOMES",65,178000,435936,460000,610000,2007,"MORRISANIA/LONGWOOD"
"1738","Bronx","MORRISANIA/LONGWOOD","03 THREE FAMILY HOMES",83,270000,549398,545681,705000,2007,"MORRISANIA/LONGWOOD"
"1739","Bronx","MOTT HAVEN/PORT MORRIS","01 ONE FAMILY HOMES",15,172977,406232,365000,725000,2007,"MOTT HAVEN/PORT MORRIS"
"1740","Bronx","MOTT HAVEN/PORT MORRIS","02 TWO FAMILY HOMES",17,371000,494912,480000,785000,2007,"MOTT HAVEN/PORT MORRIS"
"1741","Bronx","MOTT HAVEN/PORT MORRIS","03 THREE FAMILY HOMES",14,455000,600295,650000,702592,2007,"MOTT HAVEN/PORT MORRIS"
"1742","Bronx","MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY HOMES",5,3e+05,458550,370000,675000,2007,"MOUNT HOPE/MOUNT EDEN"
"1743","Bronx","MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY HOMES",11,345000,511412,470000,9e+05,2007,"MOUNT HOPE/MOUNT EDEN"
"1744","Bronx","MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY HOMES",8,176141,443261,508850,650000,2007,"MOUNT HOPE/MOUNT EDEN"
"1745","Bronx","PARKCHESTER","01 ONE FAMILY HOMES",11,240000,422455,412000,580000,2007,"PARKCHESTER"
"1746","Bronx","PARKCHESTER","02 TWO FAMILY HOMES",47,350000,519360,520000,752082,2007,"PARKCHESTER"
"1747","Bronx","PARKCHESTER","03 THREE FAMILY HOMES",19,300500,568093,595190,740000,2007,"PARKCHESTER"
"1748","Bronx","PELHAM GARDENS","01 ONE FAMILY HOMES",23,2e+05,506694,480000,913000,2007,"PELHAM GARDENS"
"1749","Bronx","PELHAM GARDENS","02 TWO FAMILY HOMES",9,454000,643200,615000,975000,2007,"PELHAM GARDENS"
"1750","Bronx","PELHAM PARKWAY NORTH","01 ONE FAMILY HOMES",24,350000,494731,485000,8e+05,2007,"PELHAM PARKWAY NORTH"
"1751","Bronx","PELHAM PARKWAY NORTH","02 TWO FAMILY HOMES",38,186000,546011,550000,750000,2007,"PELHAM PARKWAY NORTH"
"1752","Bronx","PELHAM PARKWAY NORTH","03 THREE FAMILY HOMES",2,630000,675000,675000,720000,2007,"PELHAM PARKWAY NORTH"
"1753","Bronx","PELHAM PARKWAY SOUTH","01 ONE FAMILY HOMES",18,335000,568139,499750,1125000,2007,"PELHAM PARKWAY SOUTH"
"1754","Bronx","PELHAM PARKWAY SOUTH","02 TWO FAMILY HOMES",21,371620,565235,565000,837000,2007,"PELHAM PARKWAY SOUTH"
"1755","Bronx","PELHAM PARKWAY SOUTH","03 THREE FAMILY HOMES",5,225000,575280,615000,811398,2007,"PELHAM PARKWAY SOUTH"
"1756","Bronx","RIVERDALE","01 ONE FAMILY HOMES",31,465000,970057,760000,4500000,2007,"RIVERDALE"
"1757","Bronx","RIVERDALE","02 TWO FAMILY HOMES",14,575000,758286,770000,995000,2007,"RIVERDALE"
"1758","Bronx","RIVERDALE","03 THREE FAMILY HOMES",3,6e+05,861058,825675,1157500,2007,"RIVERDALE"
"1759","Bronx","SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY HOMES",53,2e+05,446678,455000,780000,2007,"SCHUYLERVILLE/PELHAM BAY"
"1760","Bronx","SCHUYLERVILLE/PELHAM BAY","02 TWO FAMILY HOMES",76,2e+05,584458,577000,839954,2007,"SCHUYLERVILLE/PELHAM BAY"
"1761","Bronx","SCHUYLERVILLE/PELHAM BAY","03 THREE FAMILY HOMES",15,478000,678600,675000,940000,2007,"SCHUYLERVILLE/PELHAM BAY"
"1762","Bronx","SOUNDVIEW","01 ONE FAMILY HOMES",45,190000,357046,371000,539000,2007,"SOUNDVIEW"
"1763","Bronx","SOUNDVIEW","02 TWO FAMILY HOMES",110,150000,491352,531500,650000,2007,"SOUNDVIEW"
"1764","Bronx","SOUNDVIEW","03 THREE FAMILY HOMES",69,265000,594266,609000,748413,2007,"SOUNDVIEW"
"1765","Bronx","THROGS NECK","01 ONE FAMILY HOMES",91,2e+05,425998,435000,647500,2007,"THROGS NECK"
"1766","Bronx","THROGS NECK","02 TWO FAMILY HOMES",91,260000,542161,535000,970000,2007,"THROGS NECK"
"1767","Bronx","THROGS NECK","03 THREE FAMILY HOMES",9,3e+05,611444,620000,870000,2007,"THROGS NECK"
"1768","Bronx","WAKEFIELD","01 ONE FAMILY HOMES",64,150000,402759,415000,740000,2007,"WAKEFIELD"
"1769","Bronx","WAKEFIELD","02 TWO FAMILY HOMES",97,307500,514403,535600,750000,2007,"WAKEFIELD"
"1770","Bronx","WAKEFIELD","03 THREE FAMILY HOMES",29,175000,551347,580000,740000,2007,"WAKEFIELD"
"1771","Bronx","WESTCHESTER","01 ONE FAMILY HOMES",19,175000,378094,380000,570000,2007,"WESTCHESTER"
"1772","Bronx","WESTCHESTER","02 TWO FAMILY HOMES",35,370000,550458,536000,750000,2007,"WESTCHESTER"
"1773","Bronx","WESTCHESTER","03 THREE FAMILY HOMES",27,337500,661721,687318,760000,2007,"WESTCHESTER"
"1774","Bronx","WILLIAMSBRIDGE","01 ONE FAMILY HOMES",58,190000,394590,405400,576800,2007,"WILLIAMSBRIDGE"
"1775","Bronx","WILLIAMSBRIDGE","02 TWO FAMILY HOMES",118,169000,501074,515500,895000,2007,"WILLIAMSBRIDGE"
"1776","Bronx","WILLIAMSBRIDGE","03 THREE FAMILY HOMES",47,3e+05,624322,646600,780000,2007,"WILLIAMSBRIDGE"
"1777","Bronx","WOODLAWN","01 ONE FAMILY HOMES",16,385000,481900,482500,615000,2007,"WOODLAWN"
"1778","Bronx","WOODLAWN","02 TWO FAMILY HOMES",16,225814,522551,552500,650000,2007,"WOODLAWN"
"1779","Bronx","WOODLAWN","03 THREE FAMILY HOMES",4,580000,656500,668000,710000,2007,"WOODLAWN"
"1780","Manhattan","ALPHABET CITY","02 TWO FAMILY HOMES",1,2600000,2600000,2600000,2600000,2007,"EAST VILLAGE"
"1781","Manhattan","CHELSEA","01 ONE FAMILY HOMES",1,4400000,4400000,4400000,4400000,2007,"CHELSEA"
"1782","Manhattan","CHELSEA","02 TWO FAMILY HOMES",4,3170000,5055000,4900000,7250000,2007,"CHELSEA"
"1783","Manhattan","CHELSEA","03 THREE FAMILY HOMES",4,3450000,4075000,4200000,4450000,2007,"CHELSEA"
"1784","Manhattan","CLINTON","01 ONE FAMILY HOMES",1,3225000,3225000,3225000,3225000,2007,"HELL'S KITCHEN"
"1785","Manhattan","EAST VILLAGE","01 ONE FAMILY HOMES",2,2100000,3210000,3210000,4320000,2007,"EAST VILLAGE"
"1786","Manhattan","EAST VILLAGE","02 TWO FAMILY HOMES",3,1300000,2500000,3075000,3125000,2007,"EAST VILLAGE"
"1787","Manhattan","GRAMERCY","01 ONE FAMILY HOMES",2,3467025,4483513,4483513,5500000,2007,"GRAMERCY"
"1788","Manhattan","GRAMERCY","02 TWO FAMILY HOMES",4,2706300,5121669,4389688,9001000,2007,"GRAMERCY"
"1789","Manhattan","GREENWICH VILLAGE-CENTRAL","01 ONE FAMILY HOMES",5,3e+05,13676000,12700000,34530000,2007,"GREENWICH VILLAGE"
"1790","Manhattan","GREENWICH VILLAGE-CENTRAL","02 TWO FAMILY HOMES",2,2150000,3900000,3900000,5650000,2007,"GREENWICH VILLAGE"
"1791","Manhattan","GREENWICH VILLAGE-CENTRAL","03 THREE FAMILY HOMES",2,7e+06,9925000,9925000,12850000,2007,"GREENWICH VILLAGE"
"1792","Manhattan","GREENWICH VILLAGE-WEST","01 ONE FAMILY HOMES",11,1665000,6110455,5200000,1.2e+07,2007,"WEST VILLAGE"
"1793","Manhattan","GREENWICH VILLAGE-WEST","02 TWO FAMILY HOMES",22,241272,4433499,4025500,12250000,2007,"WEST VILLAGE"
"1794","Manhattan","GREENWICH VILLAGE-WEST","03 THREE FAMILY HOMES",5,2150000,4331950,3500000,9100000,2007,"WEST VILLAGE"
"1795","Manhattan","HARLEM-CENTRAL","01 ONE FAMILY HOMES",11,4e+05,1627500,1680000,2675000,2007,"HARLEM"
"1796","Manhattan","HARLEM-CENTRAL","02 TWO FAMILY HOMES",14,2e+05,1427759,1612750,2300000,2007,"HARLEM"
"1797","Manhattan","HARLEM-CENTRAL","03 THREE FAMILY HOMES",19,250000,1276962,1400000,2065000,2007,"HARLEM"
"1798","Manhattan","HARLEM-EAST","01 ONE FAMILY HOMES",2,1533000,1556500,1556500,1580000,2007,"EAST HARLEM"
"1799","Manhattan","HARLEM-EAST","02 TWO FAMILY HOMES",2,1200000,2174750,2174750,3149500,2007,"EAST HARLEM"
"1800","Manhattan","HARLEM-EAST","03 THREE FAMILY HOMES",6,332408,1093568,1250000,1400000,2007,"EAST HARLEM"
"1801","Manhattan","HARLEM-UPPER","01 ONE FAMILY HOMES",5,763687,1437737,1450000,2225000,2007,"HARLEM"
"1802","Manhattan","HARLEM-UPPER","02 TWO FAMILY HOMES",9,810000,1169111,1101000,1720000,2007,"HARLEM"
"1803","Manhattan","HARLEM-UPPER","03 THREE FAMILY HOMES",3,925000,1259681,1313628,1540416,2007,"HARLEM"
"1804","Manhattan","INWOOD","01 ONE FAMILY HOMES",5,440000,593840,625000,675000,2007,"INWOOD"
"1805","Manhattan","INWOOD","02 TWO FAMILY HOMES",5,525000,821600,6e+05,1450000,2007,"INWOOD"
"1806","Manhattan","INWOOD","03 THREE FAMILY HOMES",1,8e+05,8e+05,8e+05,8e+05,2007,"INWOOD"
"1807","Manhattan","KIPS BAY","02 TWO FAMILY HOMES",1,4250000,4250000,4250000,4250000,2007,"KIPS BAY"
"1808","Manhattan","KIPS BAY","03 THREE FAMILY HOMES",1,3900000,3900000,3900000,3900000,2007,"KIPS BAY"
"1809","Manhattan","LOWER EAST SIDE","01 ONE FAMILY HOMES",1,2700000,2700000,2700000,2700000,2007,"LOWER EAST SIDE"
"1810","Manhattan","MIDTOWN EAST","01 ONE FAMILY HOMES",3,4250000,11466667,7900000,22250000,2007,"MIDTOWN"
"1811","Manhattan","MIDTOWN EAST","02 TWO FAMILY HOMES",1,4e+06,4e+06,4e+06,4e+06,2007,"MIDTOWN"
"1812","Manhattan","MIDTOWN EAST","03 THREE FAMILY HOMES",1,6500000,6500000,6500000,6500000,2007,"MIDTOWN"
"1813","Manhattan","MIDTOWN WEST","01 ONE FAMILY HOMES",1,3100000,3100000,3100000,3100000,2007,"HELL'S KITCHEN"
"1814","Manhattan","MURRAY HILL","01 ONE FAMILY HOMES",2,4100000,4200000,4200000,4300000,2007,"MURRAY HILL"
"1815","Manhattan","MURRAY HILL","02 TWO FAMILY HOMES",1,3e+06,3e+06,3e+06,3e+06,2007,"MURRAY HILL"
"1816","Manhattan","SOHO","02 TWO FAMILY HOMES",2,2400000,3625000,3625000,4850000,2007,"SOHO"
"1817","Manhattan","SOHO","03 THREE FAMILY HOMES",1,4e+06,4e+06,4e+06,4e+06,2007,"SOHO"
"1818","Manhattan","UPPER EAST SIDE (59-79)","01 ONE FAMILY HOMES",22,3550000,14377330,8650000,5e+07,2007,"UPPER EAST SIDE"
"1819","Manhattan","UPPER EAST SIDE (59-79)","02 TWO FAMILY HOMES",12,456300,10972747,11025000,19075000,2007,"UPPER EAST SIDE"
"1820","Manhattan","UPPER EAST SIDE (59-79)","03 THREE FAMILY HOMES",1,3250000,3250000,3250000,3250000,2007,"UPPER EAST SIDE"
"1821","Manhattan","UPPER EAST SIDE (79-96)","01 ONE FAMILY HOMES",12,3650000,7921229,7280000,15350000,2007,"UPPER EAST SIDE"
"1822","Manhattan","UPPER EAST SIDE (79-96)","02 TWO FAMILY HOMES",8,3200000,5546250,4625000,10600000,2007,"UPPER EAST SIDE"
"1823","Manhattan","UPPER EAST SIDE (79-96)","03 THREE FAMILY HOMES",2,2e+06,2650000,2650000,3300000,2007,"UPPER EAST SIDE"
